Notes-Cullen,Notes-Tuli,Secondary-cit. to add later?,Final status,Comments,Primary or Secondary interaction,Citation Number,Citation Short Description,Region,Location Description,Country,Habitat Type,Lat.,Long.,Elev. (or Range Min),Elev. Range Max,Interaction Type,Interaction Tags,Subject Order,Bat Family,Bat Genus,Bat Species,Plant/Arthropod,Object Class,Object Order,Object Family,Object Genus,Object Species,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Piperaceae,Piper,Piper marginatum,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Piperaceae,Piper,,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Consumption,Arthropod,Chiroptera,Phyllostomidae,Tonatia,Tonatia bidens,Arthropod,Insecta,Hemiptera,Cicadidae,Fidicina,Fidicina mannifera,
C: done 12/29,"T:done. Name and coord are given, elev calculated by mapping site",,Done,,Primary  ,36,"Buzato, S. & A. L. M. Franco. 1992",South America,Forest Reserve of the Companhia Vale do Rio Doce,Brazil,Forest,-19.1,-39.75,3,,Visitation,Flower,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Passifloraceae,Tetrastylis,Tetrastylis ovalis,
C: done 12/29,"T:done. Name and coord are given, elev calculated by mapping site",,Done,,Primary  ,36,"Buzato, S. & A. L. M. Franco. 1992",South America,Forest Reserve of the Companhia Vale do Rio Doce,Brazil,Forest,-19.1,-39.75,3,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Passifloraceae,Tetrastylis,Tetrastylis ovalis,
C: done 12/29,T:done. Loc data was given in paper.,,Done,,Primary  ,37,"Buzato, S., M. Sazima & I. Sazima. 1994",South America,Parque Estadual da Serra de Mar,Brazil,Forest,-23.0743544,-44.9561012,1100,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Malvaceae,Abutilon,Abutilon rufinerve,
C: done 12/29,T:done. Loc data was given in paper.,,Done,,Primary  ,37,"Buzato, S., M. Sazima & I. Sazima. 1994",South America,Parque Estadual de Campos do Jordao,Brazil,Forest,-22.7333333,-45.58333333,1500,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Malvaceae,Abutilon,Abutilon regnellii,
C: done 12/29,T:done. Loc data was given in paper.,,Done,,Primary  ,37,"Buzato, S., M. Sazima & I. Sazima. 1994",South America,"Monte Verde, Camanducaia, Serra de Mantiqueira",Brazil,Forest,-22.7666667,-46.15,1600,,Visitation,Flower,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Malvaceae,Abutilon,Abutilon regnellii,
Done,T:done. Authors provided name of the site. Coordinates and elevation were calculated.,,Done,,Primary  ,38,"Cáceres, N. C. & M. O. Moura. 2003",South America,Federal University of Parana,Brazil,Forest,-25.4269081,-49.2617658,906,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Solanaceae,Solanum,Solanum granuloso-leprosum,
Done,T:done. Authors provided name of the site. Coordinates and elevation were calculated.,,Done,,Primary  ,38,"Cáceres, N. C. & M. O. Moura. 2003",South America,Federal University of Parana,Brazil,Forest,-25.4269081,-49.2617658,906,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Pygoderma,Pygoderma bilabiatum,Plant,,,Solanaceae,Solanum,Solanum granuloso-leprosum,
Done,T:done. Authors provided name of the site. Coordinates and elevation were calculated.,,Done,,Primary  ,38,"Cáceres, N. C. & M. O. Moura. 2003",South America,Federal University of Parana,Brazil,Forest,-25.4269081,-49.2617658,906,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Solanaceae,Solanum,Solanum granuloso-leprosum,
C: can't find paper. We'll circle back later,No digital copy online,,,,Primary  ,39,"Carvalho, C. T. de. 1960",,Brazil-Unspecified,Brazil,,,,,,,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Bignoniaceae,Crescentia,Crescentia cujete,
C: can't find paper. We'll circle back later,,,,,Primary  ,39,"Carvalho, C. T. de. 1960",,Brazil-Unspecified,Brazil,,,,,,,,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus hastatus,Plant,,,Malvaceae,Ceiba,Ceiba pentandra,
C: can't find paper. We'll circle back later,,,,,Primary  ,39,"Carvalho, C. T. de. 1960",,Brazil-Unspecified,Brazil,,,,,,,,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Plant,,,Malvaceae,Ceiba,Ceiba pentandra,
C: can't find paper. We'll circle back later,,,,,Primary  ,39,"Carvalho, C. T. de. 1960",,Brazil-Unspecified,Brazil,,,,,,,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Capparaceae,Crateva,Crateva benthamii,
C: can't find paper. We'll circle back later,,,,,Primary  ,39,"Carvalho, C. T. de. 1960",,Brazil-Unspecified,Brazil,,,,,,,,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus hastatus,Plant,,,Mimosaceae,Parkia,Parkia pendula,
C: can't find paper. We'll circle back later,"In p (Sazima, I. & M. Sazima. 1977 mentioned this interaction)",,,,Primary  ,39,"Carvalho, C. T. de. 1960",,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus hastatus,Plant,,,Mimosaceae,Parkia,Parkia gigantocarpa,
C: can't find paper. We'll circle back later,,,,,Primary  ,39,"Carvalho, C. T. de. 1960",,Brazil-Unspecified,Brazil,,,,,,,,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Plant,,,Mimosaceae,Parkia,Parkia gigantocarpa,
C: can't find paper. We'll circle back later,,,,,Primary  ,39,"Carvalho, C. T. de. 1960",,Brazil-Unspecified,Brazil,,,,,,,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Fabaceae,Hymenaea,Hymenaea courbaril,
C: can't find paper. We'll circle back later,,,,,Primary  ,39,"Carvalho, C. T. de. 1960",,Brazil-Unspecified,Brazil,,,,,,,,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Plant,,,Mimosaceae,Parkia,Parkia pendula,
C: can't find paper. We'll circle back later,,,,,Primary  ,39,"Carvalho, C. T. de. 1960",,Brazil-Unspecified,Brazil,,,,,,,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Malvaceae,Bombacopsis,Bombacopsis fendleri,
C: can't find paper. We'll circle back later,,,,,Primary  ,39,"Carvalho, C. T. de. 1960",,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Fabaceae,Elizabetha,Elizabetha paraensis,
C: can't find paper. We'll circle back later,,,,,Primary  ,39,"Carvalho, C. T. de. 1960",,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Caesalpiniaceae,Alexa,Alexa grandiflora,
C: done 1/1,"Done. None of the bats were housed inside facilitites at the Park, so technically they were free. Bats were reported as visitors for the Park which is located in a major urban center and by our definitions of types of habitats, this would be an Artificial Landscape.",,Done,"Author reported study site as Parque do Museu Goeldi, Belem, Brazil",Primary  ,40,"Carvalho, C. T. de. 1961",South America,"Museu Goeldi, Belem",Brazil,Artificial Landscape,-1.4557549,-48.4901799,10,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Fabaceae,Alexa,Alexa grandiflora,
C: done 1/1,"Done. None of the bats were housed inside facilitites at the Park, so technically they were free. Bats were reported as visitors for the Park which is located in a major urban center and by our definitions of types of habitats, this would be an Artificial Landscape.",,Done,"Author reported study site as Parque do Museu Goeldi, Belem, Brazil",Primary  ,40,"Carvalho, C. T. de. 1961",South America,"Museu Goeldi, Belem",Brazil,Artificial Landscape,-1.4557549,-48.4901799,10,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Nyctaginaceae,Bougainvillea,Bougainvillea spectabilis,
C: done 1/1,"Done. None of the bats were housed inside facilitites at the Park, so technically they were free. Bats were reported as visitors for the Park which is located in a major urban center and by our definitions of types of habitats, this would be an Artificial Landscape.",,Done,"Author reported study site as Parque do Museu Goeldi, Belem, Brazil",Primary  ,40,"Carvalho, C. T. de. 1961",South America,"Museu Goeldi, Belem",Brazil,Artificial Landscape,-1.4557549,-48.4901799,10,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Bignoniaceae,Crescentia,Crescentia cujete,
C: done 1/1,"Done. None of the bats were housed inside facilitites at the Park, so technically they were free. Bats were reported as visitors for the Park which is located in a major urban center and by our definitions of types of habitats, this would be an Artificial Landscape.",,Done,"Author reported study site as Parque do Museu Goeldi, Belem, Brazil",Primary  ,40,"Carvalho, C. T. de. 1961",South America,"Museu Goeldi, Belem",Brazil,Artificial Landscape,-1.4557549,-48.4901799,10,,Visitation,Flower,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus hastatus,Plant,,,Malvaceae,Ceiba,Ceiba pentandra,
C: done 1/1,"Done. None of the bats were housed inside facilitites at the Park, so technically they were free. Bats were reported as visitors for the Park which is located in a major urban center and by our definitions of types of habitats, this would be an Artificial Landscape.",,Done,"Author reported study site as Parque do Museu Goeldi, Belem, Brazil",Primary  ,40,"Carvalho, C. T. de. 1961",South America,"Museu Goeldi, Belem",Brazil,Artificial Landscape,-1.4557549,-48.4901799,10,,Visitation,Flower,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Plant,,,Malvaceae,Ceiba,Ceiba pentandra,
C: done 1/1,"Done. None of the bats were housed inside facilitites at the Park, so technically they were free. Bats were reported as visitors for the Park which is located in a major urban center and by our definitions of types of habitats, this would be an Artificial Landscape.",,Done,"Author reported study site as Parque do Museu Goeldi, Belem, Brazil",Primary  ,40,"Carvalho, C. T. de. 1961",South America,"Museu Goeldi, Belem",Brazil,Artificial Landscape,-1.4557549,-48.4901799,10,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Capparaceae,Crateva,Crateva benthamii,
C: done 1/1,"Done. None of the bats were housed inside facilitites at the Park, so technically they were free. Bats were reported as visitors for the Park which is located in a major urban center and by our definitions of types of habitats, this would be an Artificial Landscape.",,Done,"Author reported study site as Parque do Museu Goeldi, Belem, Brazil",Primary  ,40,"Carvalho, C. T. de. 1961",South America,"Museu Goeldi, Belem",Brazil,Artificial Landscape,-1.4557549,-48.4901799,10,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Fabaceae,Elizabetha,Elizabetha paraensis,
C: done 1/1,"Done. None of the bats were housed inside facilitites at the Park, so technically they were free. Bats were reported as visitors for the Park which is located in a major urban center and by our definitions of types of habitats, this would be an Artificial Landscape.",,Done,"Author reported study site as Parque do Museu Goeldi, Belem, Brazil",Primary  ,40,"Carvalho, C. T. de. 1961",South America,"Museu Goeldi, Belem",Brazil,Artificial Landscape,-1.4557549,-48.4901799,10,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Fabaceae,Hymenaea,Hymenaea courbaril,
C: done 1/1,"Done. None of the bats were housed inside facilitites at the Park, so technically they were free. Bats were reported as visitors for the Park which is located in a major urban center and by our definitions of types of habitats, this would be an Artificial Landscape.",,Done,"Author reported study site as Parque do Museu Goeldi, Belem, Brazil",Primary  ,40,"Carvalho, C. T. de. 1961",South America,"Museu Goeldi, Belem",Brazil,Artificial Landscape,-1.4557549,-48.4901799,10,,Visitation,Flower,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus hastatus,Plant,,,Fabaceae,Parkia,Parkia gigantocarpa,
C: done 1/1,"Done. None of the bats were housed inside facilitites at the Park, so technically they were free. Bats were reported as visitors for the Park which is located in a major urban center and by our definitions of types of habitats, this would be an Artificial Landscape.",,Done,"Author reported study site as Parque do Museu Goeldi, Belem, Brazil",Primary  ,40,"Carvalho, C. T. de. 1961",South America,"Museu Goeldi, Belem",Brazil,Artificial Landscape,-1.4557549,-48.4901799,10,,Visitation,Flower,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Plant,,,Fabaceae,Parkia,Parkia gigantocarpa,
C: done 1/1,"Done. None of the bats were housed inside facilitites at the Park, so technically they were free. Bats were reported as visitors for the Park which is located in a major urban center and by our definitions of types of habitats, this would be an Artificial Landscape.",,Done,"Author reported study site as Parque do Museu Goeldi, Belem, Brazil",Primary  ,40,"Carvalho, C. T. de. 1961",South America,"Museu Goeldi, Belem",Brazil,Artificial Landscape,-1.4557549,-48.4901799,10,,Visitation,Flower,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus hastatus,Plant,,,Fabaceae,Parkia,Parkia pendula,
C: done 1/1,"Done. None of the bats were housed inside facilitites at the Park, so technically they were free. Bats were reported as visitors for the Park which is located in a major urban center and by our definitions of types of habitats, this would be an Artificial Landscape.",,Done,"Author reported study site as Parque do Museu Goeldi, Belem, Brazil",Primary  ,40,"Carvalho, C. T. de. 1961",South America,"Museu Goeldi, Belem",Brazil,Artificial Landscape,-1.4557549,-48.4901799,10,,Visitation,Flower,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Plant,,,Fabaceae,Parkia,Parkia pendula,
C: done 1/1,"Done. None of the bats were housed inside facilitites at the Park, so technically they were free. Bats were reported as visitors for the Park which is located in a major urban center and by our definitions of types of habitats, this would be an Artificial Landscape.",,Done,"Author reported study site as Parque do Museu Goeldi, Belem, Brazil",Primary  ,40,"Carvalho, C. T. de. 1961",South America,"Museu Goeldi, Belem",Brazil,Artificial Landscape,-1.4557549,-48.4901799,10,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Bignoniaceae,Crescentia,Crescentia amazonica,
C: done 1/1,"Done. None of the bats were housed inside facilitites at the Park, so technically they were free. Bats were reported as visitors for the Park which is located in a major urban center and by our definitions of types of habitats, this would be an Artificial Landscape.",,Done,"Author reported study site as Parque do Museu Goeldi, Belem, Brazil",Primary  ,40,"Carvalho, C. T. de. 1961",South America,"Museu Goeldi, Belem",Brazil,Artificial Landscape,-1.4557549,-48.4901799,10,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Myrtaceae,Psidium,Psidium guajava,
C: done 1/1,"Done. None of the bats were housed inside facilitites at the Park, so technically they were free. Bats were reported as visitors for the Park which is located in a major urban center and by our definitions of types of habitats, this would be an Artificial Landscape.",,Done,"Author reported study site as Parque do Museu Goeldi, Belem, Brazil",Primary  ,40,"Carvalho, C. T. de. 1961",South America,"Museu Goeldi, Belem",Brazil,Artificial Landscape,-1.4557549,-48.4901799,10,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,,
C: done 1/1,"Done. None of the bats were housed inside facilitites at the Park, so technically they were free. Bats were reported as visitors for the Park which is located in a major urban center and by our definitions of types of habitats, this would be an Artificial Landscape.",,Done,"Author reported study site as Parque do Museu Goeldi, Belem, Brazil",Primary  ,40,"Carvalho, C. T. de. 1961",South America,"Museu Goeldi, Belem",Brazil,Artificial Landscape,-1.4557549,-48.4901799,10,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Piperaceae,Piper,,
C: done 1/1,"Done. None of the bats were housed inside facilitites at the Park, so technically they were free. Bats were reported as visitors for the Park which is located in a major urban center and by our definitions of types of habitats, this would be an Artificial Landscape.",,Done,"Author reported study site as Parque do Museu Goeldi, Belem, Brazil",Primary  ,40,"Carvalho, C. T. de. 1961",South America,"Museu Goeldi, Belem",Brazil,Artificial Landscape,-1.4557549,-48.4901799,10,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Urticaceae,Cecropia,,
C: done 1/1,"Done. None of the bats were housed inside facilitites at the Park, so technically they were free. Bats were reported as visitors for the Park which is located in a major urban center and by our definitions of types of habitats, this would be an Artificial Landscape.",,Done,"Author reported study site as Parque do Museu Goeldi, Belem, Brazil",Primary  ,40,"Carvalho, C. T. de. 1961",South America,"Museu Goeldi, Belem",Brazil,Artificial Landscape,-1.4557549,-48.4901799,10,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Urticaceae,Cecropia,Cecropia bureaniana,
C: done 1/1,"Done. None of the bats were housed inside facilitites at the Park, so technically they were free. Bats were reported as visitors for the Park which is located in a major urban center and by our definitions of types of habitats, this would be an Artificial Landscape.",,Done,"Author reported study site as Parque do Museu Goeldi, Belem, Brazil",Primary  ,40,"Carvalho, C. T. de. 1961",South America,"Museu Goeldi, Belem",Brazil,Artificial Landscape,-1.4557549,-48.4901799,10,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Uroderma,Uroderma bilobatum,Plant,,,Moraceae,Ficus,Ficus retusa,
C: done 1/1,"Done. None of the bats were housed inside facilitites at the Park, so technically they were free. Bats were reported as visitors for the Park which is located in a major urban center and by our definitions of types of habitats, this would be an Artificial Landscape.",,Done,"Author reported study site as Parque do Museu Goeldi, Belem, Brazil",Primary  ,40,"Carvalho, C. T. de. 1961",South America,"Museu Goeldi, Belem",Brazil,Artificial Landscape,-1.4557549,-48.4901799,10,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Uroderma,Uroderma bilobatum,Plant,,,Moraceae,Ficus,Ficus radula,
C: done 1/1,"Done. None of the bats were housed inside facilitites at the Park, so technically they were free. Bats were reported as visitors for the Park which is located in a major urban center and by our definitions of types of habitats, this would be an Artificial Landscape.",,Done,"Author reported study site as Parque do Museu Goeldi, Belem, Brazil",Primary  ,40,"Carvalho, C. T. de. 1961",South America,"Museu Goeldi, Belem",Brazil,Artificial Landscape,-1.4557549,-48.4901799,10,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Urticaceae,Cecropia,Cecropia bureaniana,
